top.pd2.cpu1 loadEvent,top.pd2.cpu1 storeEvent,time(us)
0,0,258
1,0,259
0,0,260
0,1,261
0,0,262
1,0,263
0,0,264
1,0,265
0,0,266
1,0,267
0,0,268
0,1,269
0,0,270
1,0,271
0,0,272
1,0,273
0,0,274
1,0,275
0,0,276
1,0,277
0,0,278
0,1,279
0,0,280
1,0,281
0,0,282
1,0,283
0,0,284
0,1,285
0,0,286
1,0,287
0,0,288
0,1,289
0,0,290
0,1,291
0,0,292
0,1,293
0,0,294
1,0,295
0,0,296
0,1,297
0,0,298
0,1,299
0,0,300
1,0,301
0,0,302
1,0,303
0,0,304
1,0,305
0,0,306
1,0,307
0,0,308
1,0,309
0,0,310
1,0,311
0,0,312
1,0,313
0,0,314
1,0,315
0,0,316
1,0,317
0,0,318
1,0,319
0,0,320
1,0,321
0,0,322
0,1,323
0,0,324
1,0,325
0,0,326
0,1,327
0,0,328
1,0,329
0,0,330
0,1,331
0,0,332
1,0,333
0,0,334
0,1,335
0,0,336
1,0,337
0,0,338
0,1,339
0,0,340
0,1,341
0,0,342
0,1,343
0,0,344
1,0,345
0,0,346
0,1,347
0,0,348
0,1,349
0,0,350
0,1,351
0,0,352
0,1,353
0,0,354
1,0,355
0,0,356
1,0,357
0,0,358
1,0,359
0,0,360
1,0,361
0,0,362
0,1,363
0,0,364
1,0,365
0,0,366
0,1,367
0,0,368
0,1,369
0,0,370
0,1,371
0,0,372
0,1,373
0,0,374
0,1,375
0,0,376
0,1,377
0,0,378
0,1,379
0,0,380
0,1,381
0,0,382
1,0,383
0,0,384
1,0,385
0,0,386
1,0,387
0,0,388
1,0,389
0,0,390
1,0,391
0,0,392
0,1,393
0,0,394
0,1,395
0,0,396
0,1,397
0,0,398
1,0,399
0,0,400
0,1,401
0,0,402
0,1,403
0,0,404
1,0,405
0,0,406
1,0,407
0,0,408
0,1,409
0,0,410
1,0,411
0,0,412
1,0,413
0,0,414
1,0,415
0,0,416
0,1,417
0,0,418
1,0,419
0,0,420
1,0,421
0,0,422
1,0,423
0,0,424
1,0,425
0,0,426
1,0,427
0,0,428
1,0,429
0,0,430
0,1,431
0,0,432
1,0,433
0,0,434
1,0,435
0,0,436
0,1,437
0,0,438
0,1,439
0,0,440
0,1,441
0,0,442
1,0,443
0,0,444
0,1,445
0,0,446
0,1,447
0,0,448
1,0,449
0,0,450
1,0,451
0,0,452
0,1,453
0,0,454
1,0,455
0,0,456
1,0,457
0,0,458
1,0,459
0,0,460
0,1,461
0,0,462
0,1,463
0,0,464
1,0,465
0,0,466
1,0,467
0,0,468
1,0,469
0,0,470
0,1,471
0,0,472
0,1,473
0,0,474
1,0,475
0,0,476
1,0,477
0,0,478
1,0,479
0,0,480
1,0,481
0,0,482
0,1,483
0,0,484
0,1,485
0,0,486
1,0,487
0,0,488
1,0,489
0,0,490
1,0,491
0,0,492
1,0,493
0,0,494
1,0,495
0,0,496
0,1,497
0,0,498
